tweet,class
"   single 

nooo my nuts bitch ",2
   i know who chubb talkin bout lmao definitely not my hoe,2
   my main bitch and my side bitch mad at me but i could give two fucks twofucks ,2
  so i see no ones pa in the twitter purge pussies ihopeitssuposetobetonight,2
  your still on the side hoe  stfu,2
  damn girl u is a straight hoe,2
  well i felt sorry for her before but that was stupid. still though  is a bitch who wont try that wit ...,2
  tbt halloween  a spoopy hoe and her pimp daddy ,2
    bitch nooooo  kim been mine you dreaming,2
    bitch no im talking to her ,2
  dallying is for bitches bro. i dilly exclusively.,2
   attention  keshonna alexander had the best pussy in the world. taste good asf,2
    how much does your wife wet pussy want another dick. big head,2
   fat bitches that think they cute,2
  if a woman cares about you shell get mad over little things. if you cant handle that you deserve a hoe.,2
  nothing i hate more than a sneaky bitch,2
  bae will always be bae . even when bae is not bae thats still bae . therefore  you hoes can move around please ,2
    when you sitting next ya girl and ya side bitch text you hey babe ,2
   youve been doing too much math homework hoe ,2
   energy for these hoes,2
   these hoes are loyal plot twist,2
  im snatching all your bitches at my leisuuuure,2
  if you hate people so much then go morph into a chihuahua since you want to be a little whiny bitch so badly.,2
   so i basically become a fearless bitch when im mad,2
  seeee   let that bitch hop in your mentions one more time hear ,2
  if i was a bird you would be the st person id shit on.,2
   aye bro you kno how this shit go we in this bitch solid af running free the st,2
  free the squaddd   we in this bitch solid first block freee us,2
  give me head amp kiss yo nigga you a ill bitch,2
  gone kill me bitch nigga dont be a girl about ,2
  i kno this bitch a thot she wanna meet my momma now,2
  i am so nice  but im such a bitch .. hard  explain,2
  these bitches wanna fuck me cuz dat molly got dem high ,2
  ya bitches got boddies but act like they dont count cause ya loved each other lmaoo,2
  watching the innocence of muslims. that dude who played muhammed must be getting a ton of pussy now.,2
   good pussy change ya life ,2
  guys say dont wear leggings if you dont got no ass ampi see you pussies walking around in muscle shi without any mus,2
  bet you wont  em doe  hoes gon be hoes shut up. you a hoe,2
   youre a fag for using that emoji. anyways you are one of my best friends amp there is never a dull moment ,2
  i dont want no thot  a thot is a girl that cant get nofrom me hanging with the other little hoes wearing her be,2
   you bitch ass nigga,2
  im pretty sure  just called that dude a faggot,2
  hoes quick to say they can fuck somebody else bf but what does that do for you but make you look bad  want a cookie,2
  bruh you trash take yo ass back to college ,2
  people be like from bae to who are you real quick i be like bitch dont play with me ill cut you,2
  someone will love your bitch ass it wont be me but someone will love you,2
  all of a sudden all these bitches like soccer today lol,2
  basic bitches not wanted,2
   when ur with ur friend and a bitch u both hate walks past   us as n,2
  the karma of fucking over a good girl is the bitch you end up with,2
  okay im kia and my middle names faggot. dylan,2
  yall stay tracking pussy miles but refuse to put any effo into controlling your own peen. but okay...i guess. whatever ke,2
  bitch what you thought  ,2
  bitch you not cute  you just photogenic ,2
  olivia a bird for believing this shit. scandalabc,2
  i was wearing bucket hats before you basic bitches ,2
  whos gassin these hoes bp ,2
  when i see a pretty girl i be like yassss slay on these hoes  ,2
  that bitch got a red cootchee rover and shit  ,2
  karma is a bitch just make sure that bitch is beautiful.,2
  that look after you just put a bitch in their place ,2
  the same people that be calling people hoes be the main ones sucking dick for a chalupa. worry bout you.,2
  life to sho to be salty.. get u some pussy be happy,2
  im soooo over having a bitch it aint even funny lbs....,2
  you had me at i hate that bitch too,2
   yea dem hoes crazy,2
  real bitches like me make sure you get some even when they not. lol,2
  but i dont fck with broke bitches ,2
  every time i come out im never with newwww bitches,2
   if you ask me every bitch gay not me im all sexual,2
  you cant find what you lookin for cuz you too busy likin  or  bitches at a time and all the same.,2
  i hate messy females that live for mess... like go sit down somewhere . go get classy hoe ,2
  got to hold a koala take selfies with kangaroos saw a bunch of bad ass birds of prey and pet a fucking emu today... wtf ,2
  nobody want no pussy  other niggas done had before,2
  jammer just said to me he thought mustard on the beat ho was saying abdullah on the beat this whole time loooooool,2
  im telling you shaved pussy is ugly.,2
  if i can eat some random bitches ass i can eat iggys ass.. randomthought randomthot shitiwouldneverdo,2
  i hate you dumb bitches that swear that to be happy you need to be a in a relationship. yall honestly need to revaluate life,2
  fuck wrong w these bitches lately,2
  its a joke bitch fix ya face  ,2
   its my pussy not yours  i think this gotta be my favorite naked picture ever....damn,2
   bitch for who gap   im a model yall bitches cant tell me nothin ,2
  why do females think its cute too be rude af all the time and mean for no reason that shit aint cute bitch,2
  unemployed niggas be having all the hoes ,2
   i wish the bitch would . ,2
  niggas will cheat on a girl then stalk her and call her a hoe for moving on. talking bout she gave up too quick,2
  females love stealing someones boyfriend  thats not cute yall hoes need some morals amp life goals,2
   you arent a bitch.,2
  me when your bitch favorites my tweets ,2
  when your at the pharmacist and they tell you your medicine will be ready in  mins.... wtf bitch its been ... stillwai,2
   youre such a queer ,2
  im such a bitch im hard to handle im stubborn and i have an attitude. sorry to the people who put up with it ,2
  black girls hoes cause they fuck niggas for money revenge and dumb shit like that,2
  man these hoes so familiar one minute on the team next minute they aint with ya.,2
  i love when bitches throw shade. just confirms im doing something right ,2
   im crying   that bitch going hard,2
  holder asks what ag has had to deal with that kind of treatment tell the whiny little bitch to call albe gonzales an,2
    sunnyslope dr memphis tenn ...come over and get fucked in the ass you lil skinny bitch i love read skinny ,2
       whatupwyd b chilling in the square wbu bitch wat u ,2
   bitch nigga ,2
  bitches be out here eating pussy more than niggas ,2
  exactly amp i miss you bitch ,2
  if you feel gotta pa every weekend for ente ima just assume you embrace pa in hoelike activities,2
  i cant never keep no bitch cause i put them hoze out,2
  im one of those faggots who hates the word mines,2
  lowkey have no hoes and my life is an l,2
  i went to gnc today and the cashier had bitch we dont sell chocolate cake here written all over her face when she looke,2
   i hate a always wanna smoke but aint got no money as niggabitch like bye falisha,2
  when some bitch fli with bae ,2
  cant turn a hoe into a husband either,2
  duh bitch,2
   screaming like a little bitch lmaooo,2
  trying so hard to resist the urge to smack a bitch ,2
  dese hoes be ugly af talking bout if i wanted yo boyfriend i could have him bitch you look like a boyfriend ,2
  u dont like me but ya bitch do,2
  call it insecure if u want but fuck no my man doesnt need to be friendly or have bitches as friends these hoes ain,2
  where these bitches at  ,2
  and if you looking for my ill be on these bitches mind,2
  it aint nothing to cut that bitch off ,2
  somebody call an ambulance because these bitches dieing for attention,2
  about to rock this bitch with  with our beautiful angelic voices gaffeoke,2
  eugene come watch me run circles round the rap game like my name was chip kelly in this bitch  h,2
